,-1.571,-1.249,-0.983,-0.785,-0.588,-0.322,-0.2,0.2,0.322,0.588,0.785,0.983,1.249,1.571
1.571,-0.00988706,-0.007992723,-0.002336428,-0.001848112,0.003814622,-0.000136304,0.009622573,0.009766451,0.01250116,0.009171825,0.01085439,0.005311944,0.021893028,0.030113463
1.047,-0.026154177,-0.022339013,0.00794811,0.036441738,0.039333212,0.080537658,0.027893772,0.057726366,0.071608046,0.05737344,0.062952444,0.064974901,0.083231188,0.071395121
0.524,-0.034049784,-0.036487799,-0.034911102,-0.029035992,-0.017033116,0.100792929,0.060516244,0.196781851,0.192922688,0.189841238,0.171629581,0.162751336,0.208520855,0.219444903
0,-0.035158654,-0.035719935,-0.034476475,-0.036989021,-0.036882083,-0.016603022,-0.00995273,0.20513473,0.199726232,0.247088984,0.20186015,0.260831196,0.255044169,0.282610192
-0.524,-0.031716614,-0.037290221,-0.03317111,-0.034733697,-0.031992197,-0.027300373,-0.010870935,-0.015733103,-0.001098326,0.069936378,0.110933026,0.155027386,0.192849536,0.209276411
-1.047,-0.027453428,-0.028496068,-0.026064964,-0.027081784,-0.025312729,-0.014315828,-0.007485708,-0.011872321,0.003429566,-0.008113018,0.005403063,0.016671365,0.077811771,0.089429399
-1.571,-0.00988706,-0.007992723,-0.002336428,-0.001848112,0.003814622,-0.000136304,0.009622573,0.009766451,0.01250116,0.009171825,0.01085439,0.005311944,0.021893028,0.030113463
,-1.571,-1.249,-0.983,-0.785,-0.588,-0.322,-0.2,0.2,0.322,0.588,0.785,0.983,1.249,1.571
1.571,-0.002539313,0.069116648,0.096239764,0.081185224,0.090102485,0.091086972,0.072661899,0.049135297,0.048655765,0.058406439,0.043773698,0.040431959,0.051204591,-0.002498328
1.047,-0.03777067,-0.022737794,0.030848369,0.071453445,0.082666407,0.128872406,0.051571312,0.101639243,0.103700409,0.097598393,0.08420934,0.080446394,0.106585153,0.089235267
0.524,-0.021761347,-0.020862683,-0.016880812,-0.009043262,0.004041698,0.065067693,0.037886551,0.115616246,0.117627212,0.111938139,0.101572898,0.091796005,0.112133987,0.114087225
0,-3.40E-05,0.00215921,0.002987847,-0.000335759,0.001825844,0.009846636,0.007593283,0.028367413,0.019467173,0.016121472,0.007349184,0.008402855,0.006274467,-0.002827479
-0.524,0.016366468,0.021541691,0.019836608,0.021258768,0.023100196,0.018689107,0.019496818,0.039599983,0.032664731,0.003504434,-0.031807159,-0.065002698,-0.104567398,-0.101634338
-1.047,0.040182714,0.050983756,0.041543558,0.040722676,0.042730789,0.037583045,0.012392,0.051251288,0.043085656,0.054630599,0.030075732,0.022282767,-0.080041562,-0.128261794
-1.571,-0.002539313,0.069116648,0.096239764,0.081185224,0.090102485,0.091086972,0.072661899,0.049135297,0.048655765,0.058406439,0.043773698,0.040431959,0.051204591,-0.002498328
