,-1.571,-1.249,-0.983,-0.785,-0.588,-0.322,-0.2,0.2,0.322,0.588,0.785,0.983,1.249,1.571
1.571,-0.012020695,-0.000909848,-0.002805106,-0.000304827,0.000176275,-0.000560871,-0.001670544,0.005188428,0.008691323,0.008476895,0.010544276,0.015964233,0.019294005,0.031646917
1.047,-0.033301279,-0.023200562,-1.84E-05,0.040732038,0.032248338,0.045463926,0.033846848,0.067273016,0.056441299,0.067212441,0.060471429,0.064557545,0.07035939,0.076300989
0.524,-0.039381336,-0.034221494,-0.03128301,-0.026072833,-0.019268084,0.096579293,0.045249006,0.218073953,0.165729321,0.191894887,0.151127815,0.174800872,0.204564044,0.211800447
0,-0.03152572,-0.036103883,-0.036432994,-0.030240793,-0.038634897,-0.037515789,-0.004410368,0.185745207,0.162547801,0.230138583,0.258096672,0.227602728,0.303361186,0.245650237
-0.524,-0.036394201,-0.035740761,-0.039893788,-0.030445781,-0.030405612,-0.0291904,-0.009775725,-0.01503852,-0.006027759,0.047180301,0.112880132,0.152222954,0.197272598,0.209977791
-1.047,-0.025904534,-0.028902165,-0.024545784,-0.026661052,-0.022416308,-0.014164862,-0.01520327,-0.003512002,0.001310762,-0.014211058,0.009411158,0.017428973,0.068269449,0.100398276
-1.571,-0.012020695,-0.000909848,-0.002805106,-0.000304827,0.000176275,-0.000560871,-0.001670544,0.005188428,0.008691323,0.008476895,0.010544276,0.015964233,0.019294005,0.031646917
,-1.571,-1.249,-0.983,-0.785,-0.588,-0.322,-0.2,0.2,0.322,0.588,0.785,0.983,1.249,1.571
1.571,0.00585651,0.095311048,0.091028319,0.095503012,0.090787226,0.113735134,0.076959551,0.054446644,0.048566467,0.06202227,0.050073852,0.046747821,0.049068056,-0.003158971
1.047,-0.046524678,-0.020686434,0.020815921,0.084173222,0.077129014,0.084164996,0.064758737,0.108718509,0.102112112,0.103980543,0.088879616,0.082157335,0.096880607,0.097550656
0.524,-0.022628086,-0.019544645,-0.016523503,-0.005267983,0.005060332,0.078055504,0.030894908,0.129732909,0.093460764,0.113051396,0.089512461,0.094940322,0.105153647,0.121060728
0,0.000972247,0.002379226,0.002268064,0.004187623,0.003581969,0.001318883,0.008924921,0.033892233,0.019555139,0.017325998,0.00703741,0.007434562,0.006252665,0.004177349
-0.524,0.021615624,0.024779473,0.022961979,0.022604602,0.023957437,0.034739656,0.017205071,0.040751451,0.025554392,0.010537433,-0.038872412,-0.053292697,-0.090146167,-0.104386925
-1.047,0.038386248,0.042120825,0.04144098,0.047787124,0.04240547,0.036677953,0.045538611,0.049347275,0.038741368,0.05464605,0.033442001,0.018592521,-0.067345078,-0.122270925
-1.571,0.00585651,0.095311048,0.091028319,0.095503012,0.090787226,0.113735134,0.076959551,0.054446644,0.048566467,0.06202227,0.050073852,0.046747821,0.049068056,0.031646917
